Name,Description
ระบบสมองกลฝังตัวและเทคโนโลยีอินเทอร์เน็ตของสรรพสิ่ง Embedded System and Internet of Things Technology,รายวิชานี้เรียนรู้เกี่ยวกับบทบาทของเทคโนโลยีดิจิทัลในปัจจุบัน หลักการโปรแกรม C เบื้องต้น คำสั่งเงื่อนไขและคำสั่งทำซ้ำในภาษา C หลักการโปรแกรมภาษา Python สถาปัตยกรรมบอร์ด Kidbright สถาปัตยกรรมบอร์ด Raspberry Pi การเขียนโปรแกรมเพื่อนำข้อมูลสัญญาณจากเซ็นเซอร์สิ่งแวดล้อมสู่ IoT เรียนรู้หลักการวัดสัญญาณชีพจากร่างกายมนุษย์ การเขียนโปรแกรมเพื่อตรวจวัดสัญญาณชีพจรและสัญญาณคลื่นหัวใจ การเขียนโปรแกรมเพื่อตรวจวัดสัญญาณชีพจรและสัญญาณคลื่นหัวใจเข้าสู่ระบบ IoT
การบัญชีสำหรับผู้ประกอบการ | Accounting For Entrepreneurship, ชื่อวิชา การบัญชีสำหรับผู้ประกอบการ(Accounting for Entrepreneurship)พัฒนารายวิชาโดย : อาจารย์เปรมารัช วิลาลัย และ อาจารย์ ดร.อริสรา ธานีรณานนท์ วิทยาลัยบริหารธุรกิจนวัตกรรมและการบัญชี มหาวิทยาลัยธุรกิจบัณฑิตย์
อาหารสำหรับผู้สูงอายุ | Food for Elders,ความหมายของผู้สูงอายุ การเปลี่ยนแปลงของร่างกาย โภชนาการสำหรับผู้สูงอายุ ลักษณะอาหารที่เหมาะสม ตำรับอาหารสำหรับผู้สูงอายุ หลักการประกอบอาหารสำหรับผู้สูงอายุ การจัดตกแต่งอาหารให้สวยงาม ธุรกิจการบริการอาหารให้แก่ผู้สูงอายุ
ชุมชนคนเกษตร 4.0 | Agricultural Community 4.0,สื่อการเรียนรู้ MOOC ชุมชน ด้านการเกษตร จากศูนย์ดิจิทัลชุมชนและศูนย์การเรียนรู้ ICT ชุมชนของแต่ละท้องถิ่น นำเสนอภูมิปัญญา เทคนิค ความรู้จากในชุมชน โดยสื่อการเรียนรู้นี้ เป็นส่วนหนึ่งของ กิจกรรมพัฒนาศักยภาพศูนย์ดิจิทัลชุมชน และยกระดับศูนย์การเรียนรู้ ICT ชุมชนสู่ศูนย์ดิจิทัลชุมชน ภายใต้โครงการส่งเสริมและพัฒนาการใช้ประโยชน์เทคโนโลยีดิจิทัล
การดูแลผู้ที่ได้รับเคมีบำบัด | Caring for Person Receiving Chemotherapy,หลักการรักษามะเร็งด้วยเคมีบำบัด การดูแลและการปฏิบัติตัวก่อนได้รับเคมีบำบัด ขณะได้รับการรักษาด้วยเคมีบำบัด การดูแลภายหลังการรักษาเพื่อจัดการกับผลข้างเคียงของเคมีบำบัด และการดูแลด้านร่างกาย จิตใจ สังคม จิตวิญญาณ อย่างต่อเนื่องระหว่างกระบวนการรักษาด้วยเคมีบำบัดได้
การสื่อสารในสังคมดิจิทัล | Communication in Digital Society,ความรู้พื้นฐานเทคโนโลยีฮาร์ดแวร์ ซอฟต์แวร์ และระบบเครือข่าย นวัตกรรมของเศรษฐกิจดิจิทัล ธุรกรรมพาณิชย์อิเล็กทรอนิกส์ การใช้โปรแกรมสำนักงานอัตโนมัติ และโปรแกรมประยุกต์เพื่อการผลิตสื่อผสม การสืบค้น คัดกรอง และเลือกสรรข้อมูลเพื่อนำมาใช้ในการทำงานและชีวิตประจำวัน การสื่อสารในเครือข่ายสังคมออนไลน์อย่างมีจริยธรรมและเป็นไปตามกฎหมายที่เกี่ยวข้อง รายวิชาการสื่อสารในสังคมดิจิทัล (Communication in Digital Society) เหมาะแก่ผู้ที่สนใจทั่วไป
คอมพิวเตอร์สารสนเทศขั้นพื้นฐาน | Introduction to Computer Information science,ความรู้พื้นฐานทางด้านความรู้และทักษะทางด้านเทคโนโลยีคอมพิวเตอร์ องค์ประกอบของระบบคอมพิวเตอร์ ฮาร์ดแวร์ ซอฟต์แวร์ วิธีการทำงานของคอมพิวเตอร์ การจัดการข้อมูล พื้นฐานระบบเครือข่าย อินเทอร์เน็ต โปรแกรมสำนักงานอัตโนมัติ กฏหมายจริยธรรมพื้นฐานที่เกี่ยวข้องกับคอมพิวเตอร์และเทคโนโลยีสารสนเทศ
การเขียนโครงร่างการวิจัยทางคลินิก | Writing Clinical Trial Research Proposal,ผู้เรียนจะได้เรียนรู้เกี่ยวกับการวิจัยทางคลินิกเบื้องต้น หลักการเขียนโครงการวิจัยทางคลินิก และส่วนประกอบที่สำคัญ ข้อพิจารณาทางจริยธรรมที่ผู้วิจัยจะต้องคำนึงเกี่ยวกับการออกแบบโครงการวิจัยทางคลินิก การเขียนและออกแบบกระบวนการและเอกสารการขอความยินยอมจากอาสาสมัคร และการออกแบบแบบฟอร์มต่างๆ ที่ต้องใช้ในโครงการวิจัยทางคลินิก
ผู้ประกอบการร้านค้าออนไลน์ | e-Commerce for Entrepreneurs,"หลักการและแนวคิดเกี่ยวกับการค้าออนไลน์ แนวทางการพัฒนาการค้าออนไลน์ในรูปแบบต่าง ๆ กรณีศึกษาการเปิดร้านค้าออนไลน์ด้วยเว็บไซต์สำเร็จรูปฟรี การทำการตลาดออนไลน์ด้วยวิธีการต่าง ๆ และการใช้ Social Network การขายสินค้าใน Market Place กรณีศึกษา Lazada
การจดทะเบียนพาณิชย์อิเล็กทรอนิกส์ และกฎหมายที่เกี่ยวข้อง"
การจัดการสื่อสารในภาวะวิกฤต (Crisis Communication)," องค์กรอยู่รอดและยั่งยืน...ด้วยการจัดการสื่อสารในภาวะวิกฤต ความหมายและความสำคัญของภาวะวิกฤตที่ส่งผลกระทบต่อองค์กร การสื่อสารความเสี่ยง การวางแผนการสื่อสารภาวะวิกฤต
        กลยุทธ์การสื่อสารและการตอบโต้ การนำเสนอข่าวในภาวะวิกฤต
        โดยการประยุกต์ทฤษฎีเกี่ยวกับการสื่อสารเพื่อการจัดการวางแผนจนถึงการปฏิบัติการในการจัดการภาวะวิกฤต"
Young Smart Farmer ยุคไทยแลนด์ 4.0 | Young Smart Farmers in Thailand 4.0,การพัฒนาเกษตรกรรุ่นใหม่ (Young Smart Farmers) ยุคไทยแลนด์ 4.0 แนวทางการพัฒนาเพื่อเป็นผู้ประกอบการมืออาชีพด้านอาหารและเกษตรปลอดภัย แนวคิดและกรณีตัวอย่างการจัดการห่วงโซ่อุปทาน(Supply Chain) สินค้าเกษตรตั้งแต่ต้นน้ำ กลางน้ำ และปลายน้ำ แนวคิดและกรณีตัวอย่างการพัฒนากลุ่มและเครือข่าย ผู้ประกอบการเกษตรรุ่นใหม่ (Young Smart Farmers)ษตรไทยให้เข้มเข็งด้วยการจัดการเรียนรู้ให้แก่เกษตรกรให้เป็นเกษตรกรรุ่นใหม่ (Young Smart Farmers) ในยุคไทยแลนด์ 4.0
การเป็นผู้นำการเปลี่ยนแปลงที่มีประสิทธิภาพ | Effective Change Agent,การเป็นผู้นำในการเปลี่ยนแปลงที่มีประสิทธิภาพนั้น เป็นการศึกษาบทบาทหน้าที่ของภาวะผู้นำในบริบทการเปลี่ยนแปลงทั้งจากสภาพแวดล้อมทั้งภายในและภายนอกองค์การ เพื่อเข้าใจวิสัยทัศน์และการจัดการเชิงกลยุทธ์ของผู้นำในการนำพาองค์การไปสู่การเปลี่ยนแปลงผ่านกรณีศึกษาทั้งในและต่างประเทศ ตลอดจนศึกษากระบวนการและปัจจัยสนับสนุนต่างๆที่มีต่อการเปลี่ยนแปลงขององค์การ เช่น การสร้างค่านิยมและวัฒนธรรมองค์กร เครือข่ายทางสังคม และ การจัดการความรู้ในองค์กร นอกจากนี้ ยังได้ศึกษาวิธีการบริหารนวัตกรรมในองค์การเพื่อสร้างความยั่งยืนให้กับองค์การต่อไป
การถ่ายภาพเบื้องต้น | Basic Photography,ประวัติความเป็นมาของการถ่ายภาพ ความหมายและหลักการทำงานของกล้องถ่ายภาพ ประเภทและส่วนประกอบของกล้องถ่ายภาพ อุปกรณ์เสริมเพื่อการถ่ายภาพที่ดีขึ้น การจัดองค์ประกอบของภาพ เทคนิคการถ่ายภาพประเภทต่างๆ การใช้โปรแกรมคอมพิวเตอร์เพื่อตกแต่งภาพถ่าย
การพยาบาลผู้สูงอายุ | Gerontological Nursing,"การพยาบาลผู้สูงอายุเป็นวิชาที่มีเนื้อหาเกี่ยวกับการเปลี่ยนแปลงโครงสร้าง ประชากรและผลกระทบ แนวคิดพฤฒิพลัง (Active aging, Successful Aging, Healthy Aging) นโยบายและแผนด้านผู้สูงอายุ กฎหมาย และ พรบ.ผู้สูงอายุ การเปลี่ยนแปลงในผู้สูงอายุ ปัญหาสุขภาพที่พบบ่อยในผู้สูงอายุ หลักการดูแลและฟื้นฟูสภาพผู้สูงอายุ จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที) นักศึกษาระดับปริญญาตรีเป็นต้นไปในสาขาพยาบาลศาสตร์ วิทยาศาสตร์สุขภาพ และในสาขาอื่นที่เกี่ยวข้องที่ศึกษาในทบวงมหาวิทยาลัย รวมถึงบุคคลที่สำเร็จการศึกษาในระดับปริญญาตรีในสาขาที่ไม่เกี่ยวข้อง แต่มีความสนใจในการพยาบาลผู้สูงอายุ แบบทดสอบหลังเรียน บทที่ 1-10 บทละ 10 คะแนน รวม 100 คะแนน โดยผู้เรียนต้องทำคะแนนรวมทั้งหมดให้ได้ร้อยละ 70 ขึ้นไป จึงจะถือว่าผ่าน"
จิตวิทยากับชีวิตประจำวัน | Psychology and Daily Life,รายวิชาจิตวิทยากับชีวิตประจำวัน(Psychology and Daily Life)  มีวัตถุประสงค์เพื่อให้ผู้เรียนเข้าใจ และสามารถอธิบายความหมาย และจุดมุ่งหมายของจิตวิทยา กลุ่มแนวคิดและทฤษฎีทางจิตวิทยา จิตวิทยากับการเข้าใจตนเอง ได้แก่ นิสัยและการพัฒนาตนเอง  บุคลิกภาพ ตัวตน แรงจูงใจ อารมณ์ สุขภาพและการผ่อนคลาย บทบาททางเพศและพฤติกรรมทางเพศ และการควบคุมตนเอง จิตวิทยากับการเข้าใจผู้อื่น ได้แก่ มนุษยสัมพันธ์และมิตรภาพ ความรักและชีวิตคู่ และความสัมพันธ์ในครอบครัว และจิตวิทยากับสังคม ได้แก่ อิทธิพลทางสังคม และ  การทำงานกลุ่ม จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที) ประชาชนทั่วไปที่สนใจเรื่อง จิตวิทยากับชีวิตประจำวัน การเรียนเป็นการเรียนรู้ด้วยตนเอง มีการทำแบบประเมินตนเองก่อนและหลังเรียน รวมทั้งมีแบบทดสอบ แบบสอบถาม แบบวัดทางจิตวิทยาเพื่อให้เข้าใจบทเรียนและเข้าใจตนเองในแต่ละครั้งของการเรียน รวมถึงการส่งแบบรายงานตนเองที่จะสะท้อนถึงการนำเอาความรู้ไปใช้ในชีวิตประจำวัน ดังนั้นการเรียนอย่างสม่ำเสมอและมีวินัยจะทำให้เรียนอย่างมีประสิทธิภาพ รวมเป็นคะแนนทั้งหมด 100 คะแนน และต้องผ่าน 75 คะแนนขึ้นไป
การรู้เทคโนโลยีสารสนเทศ | IT Literacy,การรู้เทคโนโลยีสารสนเทศ เป็นรายวิชาที่มีเนื้อหาเกี่ยวกับความรู้ ความเข้าใจ และมีทักษะการใช้งานเทคโนโลยีสารสนเทศในด้านการจัดการงานเอกสารด้วยโปรแกรม Microsoft Word การจัดทำตารางหรือแบบฟอร์มเก็บข้อมูลด้วยโปรแกรม Microsoft Excel และการสร้างไฟล์นำเสนองาน (Presentation) ด้วยโปรแกรม Microsoft PowerPoint จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที)
การเตรียมสอบประกาศนียบัตร MOS : MS Excel 2013 | MOS Certificate : MS Excel 2013,เข้าใจความสำคัญและกระบวนการในการสอบใบประกาศนียบัตร Microsoft Office Specialist(MOS) ฝึกปฏิบัติการใช้คำสั่งทำงานของชุดโปรแกรมสำนักงาน Microsoft Excel 2013 ตามขอบเขตการวัดมาตรฐานของข้อสอบใบประกาศนียบัตร MOS และรู้จักคำศัพท์เฉพาะ เพื่อนำไปใช้ทำข้อสอบ จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงการเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที)
จิตวิทยาประยุกต์ในการทำงาน เพื่อความสำเร็จ ความสุข และความมั่งคั่ง | Applied Psychology to Work through Success Happiness and Wealth,เป็นรายวิชาที่อธิบายถึงจิตวิทยาประยุกต์ในทำงาน ซึ่งครอบคลุมหัวข้อเกี่ยวกับความหลากหลายในที่ทำงาน การยศาสตร์ (Ergonomics) และการออกแบบสภาพแวดล้อมที่เหมาะสมในการทำงาน สภาพแวดล้อมที่ทำงานกับสุขภาพจิต และการจัดการทางการเงินสำหรับคนทำงาน ตลอดจนการพัฒนาตนเองในการทำงาน
เทคนิคการนำเสนออย่างมีประสิทธิภาพ | Effective Presentation Technique,หลักการ และเทคนิคเกี่ยวกับการนำเสนออย่างมีประสิทธิภาพ ซึ่งครอบคลุมหัวข้อเกี่ยวกับความหมายและวัตถุประสงค์ของการนำเสนอ รูปแบบของการนำเสนอ การเตรียมความพร้อมก่อนนำเสนอ สื่อและอุปกรณ์ประกอบการนำเสนอ ทักษะและบุคลิกภาพของผู้นำเสนอ เทคนิคการตอบคำถาม ข้อพึงระวัง และลักษณะการนำเสนอในรูปแบบต่างๆ จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที)
พฤติกรรมการดูแลตนเองเพื่อป้องกันโรคเบาหวาน | Self-care behaviors for diabetes prevention,"โรคเบาหวาน เป็นโรคเรื้อรังที่พบในทุกประเทศ อัตราความชุกของโรค
มีแนวโน้มเพิ่มขึ้นอย่างรวดเร็ว และเป็นสาเหตุของการเสียชีวิตก่อนวัยอันควรก่อให้เกิดปัญหาสาธารณสุขมากมายซึ่งนับวันจะทวีความรุนแรง พฤติกรรมการดูเเลตนเองเพื่อป้องกันโรคเบาหวานจะทำให้ท่านมีความรุ้เพื่อนำไปสู่การปฏิบัติตัวเพื่อป้องกันโรคเบาหวานได้"
การปลูกพืชเบื้องต้น | Principle of Crop Production,ระบบการปลูกพืช สรีรวิทยาพืช การขยายพันธุ์พืช การผลิตเมล็ดพันธุ์และการปรับปรุงพันธุ์พืชสำหรับเพาะปลูก ปัจจัยทางด้านสิ่งแวดล้อมต่อการเจริญเติบโตของพืช และการจัดการหลังเก็บเกี่ยว
การเป็นผู้ดูแลผู้สูงอายุ | Caregivers techniques,เทคนิคการเป็นผู้ดูแลผู้สูงอายุ  เป็นการเตรียมผู้ที่ต้องการเป็นผู้ดูแลผู้สูงอายุให้มีทั้งความรู้และทักษะ อย่างถูกต้องเพื่อให้ผู้สูงอายุสามารถเตรียมตัวสู่วัยผู้สูงอายุอย่างมีคุณภาพ   ครอบคลุมถึงการดูแลด้านจิตใจ  ด้านร่างกาย  ด้านสิ่งแวดล้อม  เพื่อให้ผู้สูงอายุมีสุขภาพกาย สุขภาพใจที่แข็งแรง สามารถพึ่งพาตนเองได้  และแนะนำครอบครัว  คนรอบข้าง  ให้ดูแลผู้สูงอายุ ได้อย่างถูกต้องตามหลักการ
นวัตกรรมการเรียนรู้ในงานอาชีวศึกษา | Innovation and Technology in Vocational Education,"ผู้เรียนจะได้ความรู้เกี่ยวกับความเป็นมาความเชื่อดังเดิม และความเป็นวิทยาศาสตร์ตลอดจนการพัฒนามาเป็นนวัตกรรม  รูปแบบการเรียนรู้ ทั้งแบบเรียนรู้ด้วยตนเองและการเรียนรู้โดยการร่วมมือกัน แบบชุมชนนักปฏิบัติ รวมถึงขั้นตอนและกระบวนการในการจัดการเรียนรู้อย่างเหมาะสม เทคโนโลยีและสื่อดิจิทัล และการเข้าถึงเทคโนโลยีในยุคดิจิทัลที่หลากหลายช่องทาง  การแลกเปลี่ยนองค์ความรู้ผ่านเทคโนโลยีและสื่อดิจิทัล การเก็บองค์ความรู้ของตนเพื่อนำมาสรุป เตรียมพร้อมในการนำเสนอและเผยแพร่ผ่าน Social Media
กระบวนการสร้างเครื่องมือที่ใช้ในการประเมินผล การใช้งานเทคโนโลยีและสื่อดิจิทัลในงานอาชีวะในรูปแบบต่างรวมถึงการหาคุณภาพเครื่องมือก่อนการนำไปใช้วัดผลในรูปแบบต่าง ๆ"
ทักษะการสื่อสารกับผู้ป่วยสำหรับเภสัชกร | Patient Communication Skill For Pharmacist,แนะนำหลักการสื่อสารสำหรับเภสัชกรรมปฎิบัติ หลักการการฟังและการตอบสนองกลับต่อผู้ป่วยอย่างเข้าใจ แนวทางการปฎิบัติการเป็นเภสัชกรที่สามารถแสดงออกทางพฤติกรรมอย่างมั่นใจ แนวทางการส่งเสริมให้ผู้ป่วยมีพฤติกรรมดังกล่าว หลักการและแนวทางการสัมภาษณ์และประเมินผู้ป่วย และหลักการและแนวทางการช่วยผู้ป่วยจัดการปัญหาเกี่ยวกับการรักษา
"""ละแซ"" ซูชิมลายูภาคใต้ | Laksam : Southern Styled Melayu Sushi",ภูมิหลังความเป็นมาและอัตลักษณ์ที่โดดเด่นของภูมิปัญญาท้องถิ่นอาหารละแซ การเลือกและจัดเตรียมวัตถุดิบ กรรมวิธีการทำเส้นละแซ 5 สีจากธรรมชาติ การทำน้ำแกงหรือน้ำราดละแซและเครื่องเคียง และการประยุกต์เมนูอาหารจากเส้นละแซ
การพัฒนาระบบเตือนภัยอิเล็กทรอนิกส์ | Electronic Security Development,ศึกษาและปฏิบัติงานเกี่ยวกับ ระบบความปลอดภัยในงานไฟฟ้าอิเล็กทรอนิกส์  แหล่งกำเนิดไฟฟ้า กฏของโอห์ม พลังงานไฟฟ้า วงจรไฟฟ้าเบื้องต้น วงจรไฟฟ้าแสงสว่าง การควบคุมมอเตอร์เบื้องต้น อุปกรณ์ป้องกันไฟฟ้าและการต่อสายดิน อุปกรณ์อิเล็กทรอนิกส์  หม้อแปลงไฟฟ้า รีเลย์ ไมโครโฟน ลำโพง อุปกรณ์สารกึ่งตัวนำ เทคนิคการบัดกรี การใช้มัลติมิเตอร์ การประกอบวงจรอิเล็กทรอนิกส์เบื้องต้นบนแผ่นวงจรพิมพ์ ประกอบชุดคิท เกี่ยวกับเครื่องหรี่ไฟ แหล่งจ่ายไฟฟ้ากระแสตรงชนิดที่ปรับค่าได้ สวิตซ์ทำงานด้วยแสง สำหรับนำมาประยุกต์ใช้งานด้านการเตือนภัย
การออกแบบสร้างสรรค์แฟชั่นเบื้องต้น | The basic of creative fashion design,รายวิชาการออกแบบสร้างสรรค์แฟชั่นเบื้องต้นเป็นรายวิชาที่เกี่ยวข้องกับการประยุกต์ใช้ความรู้ความเข้าใจในด้านต่างๆที่เกี่ยวข้องกับแฟชั่น เพื่อพัฒนาความคิดสร้างสรรค์ในการออกแบบแฟชั่น ซึ่งจะนำไปสู่การออกแบบแฟชั่นที่มีเอกลักษณ์โดดเด่นตามความสนใจของผู้เรียน ในรายวิชาประกอบไปด้วยเนื้อหาที่มีจุดมุ่งหมายเพื่อให้ผู้เรียนเข้าใจองค์ประกอบต่างๆ ในการสร้างสรรค์แฟชั่น เช่น บริบทที่เกี่ยวข้องกับแฟชั่น สิ่งทอและทฤษฎีสี ตลาดการค้าแฟชั่น การค้นหาข้อมูลอย่างสร้างสรรค์ การสร้างแรงบันดาลใจในการออกแบบ การพัฒนางานออกแบบ เป็นต้น
แคลคูลัสสำหรับวิศวกร | Calculus for Engineer,คำอธิบายรายวิชา ลิมิตและความต่อเนื่องของฟังก์ชัน การหาอนุพันธ์ บทประยุกต์ของอนุพันธ์
การวิเคราะห์ข้อมูลเบื้องต้นด้วยเวก้า | Basic Data Analysis with Weka,ศึกษาและปฏิบัติเกี่ยวกับหลักการวิเคราะห์ข้อมูลเบื้องต้นด้วยวิธีการทำเหมืองข้อมูล เครื่องมือเวก้าเพื่อการจัดเตรียม ข้อมูลให้พร้อมก่อนนำไปวิเคราะห์ การใช้เทคนิคการจำแนกประเภท การจัดกลุ่ม และการหากฎความสัมพันธ์
ลาบแป้ | Laab Phrae : Spicy Minced Meat Salad,ผู้เรียนสามารถดูประมวลรายวิชา และโครงสร้างเนื้อหาได้จากส่วน Course Handouts ทางด้านขวา ซึ่งจะมีรายละเอียดของรายวิชา และเกณฑ์การประเมินเพื่อรับประกาศนียบัตรผ่านระบบ
ความรู้เรื่องยาเบื้องต้น | Introduction to Drug Information,ความหมายของยา แนวคิดพื้นฐานทางเภสัชวิทยา เภสัชจลนศาสตร์ เภสัชพลศาสตร์ ปฏิกิริยาระหว่างยา อาการไม่พึงประสงค์จากการใช้ยา หลักการใช้ยาทั่วไป ยาที่ใช้ในอาการสำคัญต่าง ๆ
ปัญญาประดิษฐ์เพื่องานธุรกิจ | Artificial Intelligence for Business,ความหมาย วิวัฒนาการ การนิยามปัญหา และเทคนิคการค้นหาในปัญญาประดิษฐ์ ความหมายและกระบวนการทางวิศวกรรมความรู้ เทคนิคการแทนความรู้ ภาษาโปรล็อก ขั้นตอนในการเข้าใจภาษาธรรมชาติ การวิเคราะห์ทางวากยสัมพันธ์ ตัวแจงส่วนแบบบนล่างและตัวแจงส่วนแบบตาราง ไวยากรณ์ข่ายงานเปลี่ยนสถานะ บทบาทของปัญญาประดิษฐ์ในชีวิตประจำวัน และบทบาทของปัญญาประดิษฐ์กับธุรกิจดิจิตอล และการปรับตัวขององค์กรธุรกิจในอนาคต
การจัดการเชิงกลยุทธ์และการตลาดในยุคโลกาภิวัตน์ | Strategic Management and Marketing in a Globalized Era,"Strategic Management and Marketing in a Globalized Era เพื่อให้ผู้เรียนสามารถประยุกต์ใช้ความรู้เกี่ยวกับการจัดการการตลาดสมัยใหม่ การจัดการการตลาดเชิงกลยุทธ์ แนวคิดการตลาด การตลาดระดับพื้นที่  หรือระดับประเทศ ระดับภูมิภาคและระดับโลก  การวิเคราะห์โอกาสทางการตลาด  การวิเคราะห์พฤติกรรมผู้บริโภค  การตลาดเป้าหมาย กลยุทธ์การตลาด  และการตลาดเชิงรุก การขยายตลาดสู่ระดับภูมิภาคและระดับโลก กลยุทธ์การเข้าสู้ตลาดต่างประเทศได้ จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงการเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที) เพื่อให้ผู้เรียนสามารถ . . . บุคคลทั่วไปที่มีความสนใจ  วัดจากการทำแบบทดสอบ แต่ละโมดูลมี 4 ข้อ หรือ 10 ข้อ แล้วแต่โมดูล
  ผลคะแนนการทดสอบในแต่ละหัวข้อได้เกินกว่าร้อยละ 80
  จึงจะถือว่า ""ผ่าน"" รายวิชานี้"
โลจิสติกส์และโซ่อุปทานเบื้องต้น | Introduction to Principles of Logistics and Supply Chain Management, ชื่อวิชา หลักการจัดการโลจิสติกส์ และโซ่อุปทานเบื้องต้น(Introduction to Principles of Logistics & Supply Chain Management)พัฒนารายวิชาโดย : อาจารย์ศิระ สัตยไพศาล และทีมคณาจารย์ผู้สอนจาก คณะบริหารธุรกิจ มหาวิทยาลัยศรีปทุม
เทคโนโลยีสารสนเทศสำหรับการจัดการจดหมายเหตุและสารสนเทศมรดกทางวัฒนธรรม,"แนวคิด ทฤษฎี มาตรฐาน กระบวนการพัฒนาและการจัดการทรัพยากรสารสนเทศดิจิทัล
วงจรกลยุทธ์การจัดการ และเครื่องมือเชิงเทคนิค สำหรับจดหมายเหตุและสารสนเทศมรดกทางวัฒนธรรม"
เทคโนโลยีสารสนเทศในยุคดิจิทัล | Information Technology in Digital Era,ความก้าวหน้าของเทคโนโลยีสารสนเทศในปัจจุบันและแนวโน้มของเทคโนโลยีสารสนเทศในยุคดิจิทัล บทบาทของเทคโนโลยีสารสนเทศต่อการเปลี่ยนแปลงของโลกในยุคดิจิทัล อาทิ ในด้านการแพทย์ ด้านการศึกษา ด้านการเกษตร ด้านอุตสาหกรรม ด้านบันเทิง ด้านการทหาร ด้านการเงิน รวมถึงความเป็นอยู่ในอนาคต รูปแบบของเทคโนโลยีใหม่ที่จะมาทดแทนหรือช่วยในการทำงานของมนุษย์ ไม่ว่าจะเป็นด้านปัญญาประดิษฐ์ อินเทอร์เน็ตของสรรพสิ่ง ยานยนต์อัจฉริยะ เทคโนโลยีทางการเงิน เงินตราดิจิทัล หุ่นยนต์ วัสดุศาสตร์ การพิมพ์ 3 มิติ เทคโนโลยีความจริงเสมือน/ความจริงเสริม รวมถึงเทคโนโลยีการวิเคราะห์และการประมวลผลข้อมูลขนาดใหญ่
การเขียนโปรแกรมคอมพิวเตอร์พื้นฐาน ด้วยภาษาซี 1 | Fundamentals of the C Programming Language I,หลักการวิธีการออกแบบและพัฒนาโปรแกรมคอมพิวเตอร์พื้นฐานทางเทคโนโลยีและวิศวกรรม พัฒนาโดยใช้ผังงานและภาษาซี การเขียนโปรแกรมคอมพิวเตอร์ที่ทำงานบนระบบปฏิบัติการดอส ไวยากรณ์ของภาษาซี โครงสร้างของข้อมูลและตัวแปร การดำเนินการทางคณิตศาสตร์และตรรกศาสตร์เชิงตัวเลข กระบวนการการทำงานแบบตัดสินใจและการทำงานแบบวนรอบกีดขวาง
อาหารล้านนา | Northern Thai Food,อาหารล้านนานี้ จัดทำขึ้นมีสาระประกอบด้วย: ปัจจัยที่มีอิทธิพลต่ออาหารล้านนา ธรรมชาติของการปรุงอาหารในอดีตและปัจจุบัน ลักษณะอาหารประเภทต่างๆ (ประเภทอาหารจานเดียว ประเภทแกง จอ ประเภท ผัด นึ่ง ยำ ประเภทตำ น้ำพริก ประเภทปิ้ง ย่าง ทอดและขนม) เครื่องปรุงรสและคำศัพท์ที่เกี่ยวข้อง อาหารล้านนาแต่ละประเภทมีจำนวนมาก ฉะนั้นจะเลือกนำเสนออาหารที่ได้รับความนิยม และเครื่องปรุงหรือวัตถุดิบ หาได้ง่าย การปรุงคำนึงถึงรสชาติเดิมของอาหารและสงวนคุณค่าทางโภชนาการเป็นหลัก บางตำรับได้เพิ่มเนื้อสัตว์เพื่อให้ได้รับสารอาหารโปรตีนเพิ่มขึ้น รวมทั้งได้เพิ่มกะปิและเกลือ ในเครื่องน้ำพริกแกง เพื่อให้ได้ธาตุไอโอดีนเพิ่มขึ้นด้วย จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที)
